exercise_id,force,breathing_eccentric,breathing_concentric,breathing_description,programming,muscle_details,created_at,updated_at
cable-one-arm-row,pull,Выдох,Вдох,"Выдох при контролируемом возвращении рукоятки вперед, глубокий вдох при мощном подтягивании рукоятки одной рукой к поясу. Контролируемое дыхание критически важно для поддержания стабильности корпуса и предотвращения ротации позвоночника при односторонней нагрузке. Односторонняя работа требует максимального напряжения кора, поэтому правильное дыхание помогает создавать внутрибрюшное давление для стабилизации позвоночника. Не задерживайте дыхание - это может привести к потере контроля и компенсациям. Дышите ритмично, синхронизируя дыхание с движением для максимальной эффективности и безопасности. Односторонняя нагрузка требует особого контроля дыхания для поддержания правильной техники и предотвращения мышечных дисбалансов.","{""sets"":{""min"":3,""max"":4},""reps"":{""min"":6,""max"":12},""rest"":{""min"":90,""max"":120},""tempo"":""3-1-1-0"",""intensity"":{""min"":70,""max"":85}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""middle-deltoid"",""biceps-brachii""],""secondary_muscles"":[""trapezius"",""core-muscles"",""obliques"",""forearms"",""brachialis""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""transverse-abdominis"",""obliques""]}",2025-01-15T10:00:00Z,2025-01-15T10:00:00Z
cable-wide-grip-row,pull,Выдох,Вдох,"Выдох при контролируемом возвращении рукоятки вперед, глубокий вдох при мощном подтягивании рукоятки широким хватом к груди. Дышите ритмично и контролируемо, не задерживайте дыхание. Широкий хват требует хорошей гибкости плеч, поэтому контролируемое дыхание критически важно для поддержания правильной техники и предотвращения чрезмерного растяжения плечевых суставов. Выдох при возвращении помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности и поддержания выносливости.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":6,""max"":12},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":70,""max"":85}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""middle-deltoid""],""secondary_muscles"":[""biceps-brachii"",""trapezius"",""core-muscles""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""forearms"",""rear-deltoid""]}",2025-01-15T10:00:00Z,2025-01-15T10:00:00Z
cable-close-grip-row,pull,Выдох,Вдох,"Выдох при контролируемом возвращении рукоятки вперед, глубокий вдох при мощном подтягивании рукоятки узким хватом к поясу. Дышите ритмично и контролируемо, не задерживайте дыхание. Узкий хват создает больший акцент на бицепсы, поэтому контролируемое дыхание критически важно для поддержания правильной техники и предотвращения использования инерции. Выдох при возвращении помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":8,""max"":12},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":70,""max"":85}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""biceps-brachii"",""brachialis""],""secondary_muscles"":[""trapezius"",""middle-deltoid"",""core-muscles"",""forearms"",""lower-latissimus-dorsi""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""rear-deltoid""]}",2025-01-15T10:00:00Z,2025-01-15T10:00:00Z
cable-horizontal-row-underhand-grip,pull,Выдох,Вдох,"Выдох при контролируемом возвращении рукоятки вперед, глубокий вдох при мощном подтягивании рукоятки обратным хватом к поясу. Дышите ритмично и контролируемо, не задерживайте дыхание. Обратный хват максимально активирует бицепсы, поэтому контролируемое дыхание критически важно для поддержания правильной техники и предотвращения использования инерции. Выдох при возвращении помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности и поддержания выносливости.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":8,""max"":15},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":65,""max"":80}}","{""primary_muscles"":[""biceps-brachii"",""latissimus-dorsi"",""rhomboids"",""brachialis""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""lower-latissimus-dorsi"",""middle-deltoid""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""rear-deltoid""]}",2025-01-15T10:00:00Z,2025-01-15T10:00:00Z
cable-horizontal-row-neutral-grip,pull,Выдох,Вдох,"Выдох при контролируемом возвращении рукоятки вперед, глубокий вдох при мощном подтягивании рукоятки нейтральным хватом к поясу. Дышите ритмично и контролируемо, не задерживайте дыхание. Нейтральный хват обеспечивает более естественное положение плеч, поэтому дыхание должно быть комфортным и естественным. Выдох при возвращении помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности и поддержания выносливости. Нейтральный хват делает это упражнение отличным выбором для людей с проблемами плеч или локтей.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":8,""max"":12},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":70,""max"":85}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""biceps-brachii"",""middle-deltoid""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""brachialis""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""rear-deltoid""]}",2025-01-15T10:00:00Z,2025-01-15T10:00:00Z
cable-crossover-row-high,pull,Выдох,Вдох,"Выдох при контролируемом возвращении рукояток вперед и вниз, глубокий вдох при мощном подтягивании рукояток из верхней точки крепления к груди. Дышите ритмично и контролируемо, не задерживайте дыхание. Уникальный угол нагрузки требует активной работы стабилизаторов корпуса, поэтому контролируемое дыхание критически важно для поддержания правильной техники и стабильности. Выдох при возвращении помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":8,""max"":15},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":65,""max"":80}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""middle-deltoid""],""secondary_muscles"":[""biceps-brachii"",""trapezius"",""core-muscles"",""forearms""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""transverse-abdominis"",""gluteus-maximus"",""quadriceps"",""rear-deltoid""]}",2025-01-15T10:00:00Z,2025-01-15T10:00:00Z
cable-crossover-row-low,pull,Выдох,Вдох,"Выдох при контролируемом возвращении рукояток вперед и вверх, глубокий вдох при мощном подтягивании рукояток из нижней точки крепления к поясу. Дышите ритмично и контролируемо, не задерживайте дыхание. Уникальный угол нагрузки требует активной работы стабилизаторов корпуса, поэтому контролируемое дыхание критически важно для поддержания правильной техники и стабильности. Выдох при возвращении помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":8,""max"":15},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":65,""max"":80}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""middle-deltoid"",""biceps-brachii""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""brachialis"",""lower-latissimus-dorsi""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""transverse-abdominis"",""gluteus-maximus"",""quadriceps"",""rear-deltoid""]}",2025-01-15T10:00:00Z,2025-01-15T10:00:00Z
cable-horizontal-row-kneeling,pull,Выдох,Вдох,"Выдох при контролируемом возвращении рукоятки вперед, глубокий вдох при мощном подтягивании рукоятки к поясу. Дышите ритмично и контролируемо, не задерживайте дыхание. Положение с колена требует активной работы кора для стабилизации, поэтому контролируемое дыхание критически важно для поддержания правильной техники и предотвращения компенсаций. Выдох при возвращении помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":8,""max"":12},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":70,""max"":85}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""middle-deltoid"",""biceps-brachii""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""brachialis"",""transverse-abdominis"",""rectus-abdominis""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""rear-deltoid"",""gluteus-maximus""]}",2025-01-15T10:00:00Z,2025-01-15T10:00:00Z
hammer-strength-row,pull,Выдох,Вдох,"Выдох при контролируемом возвращении рукояток вперед, глубокий вдох при мощном подтягивании рукояток к поясу. Дышите ритмично и контролируемо, не задерживайте дыхание. Независимые рычаги позволяют каждой руке работать независимо, поэтому контролируемое дыхание критически важно для поддержания правильной техники и синхронизации движения. Выдох при возвращении помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности и поддержания выносливости.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":6,""max"":12},""rest"":{""min"":120,""max"":180},""tempo"":""2-1-1-0"",""intensity"":{""min"":70,""max"":85}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""middle-deltoid"",""biceps-brachii""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""brachialis""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""rear-deltoid""]}",2025-11-08T20:00:00Z,2025-11-08T20:00:00Z
t-bar-row-machine,pull,Выдох,Вдох,"Выдох при контролируемом возвращении рукоятки вперед, глубокий вдох при мощном подтягивании рукоятки к поясу. Дышите ритмично и контролируемо, не задерживайте дыхание. Фиксированная траектория и упор груди обеспечивают стабильность корпуса, поэтому дыхание должно быть комфортным и естественным. Выдох при возвращении помогает расслабить мышцы и подготовить их к следующему повторению. Дышите глубоко для максимальной эффективности и поддержания выносливости.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":6,""max"":12},""rest"":{""min"":120,""max"":180},""tempo"":""2-1-1-0"",""intensity"":{""min"":70,""max"":85}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""middle-deltoid"",""biceps-brachii""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""brachialis""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""rear-deltoid""]}",2025-11-08T20:00:00Z,2025-11-08T20:00:00Z
trx-row,pull,Выдох,Вдох,"Выдох при контролируемом возвращении тела в исходное положение, глубокий вдох при мощном подтягивании тела к рукояткам TRX. Контролируемое дыхание критически важно для поддержания стабильности TRX петель и правильной техники. Нестабильность TRX требует более осознанного контроля дыхания по сравнению с тягой на тренажере. Выдох при возвращении помогает расслабить мышцы и подготовить их к следующему повторению, а вдох при подтягивании помогает стабилизировать корпус и создать дополнительную силу для контроля петель. Не задерживайте дыхание - это может привести к потере контроля и нарушению стабильности.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":8,""max"":15},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":60,""max"":75}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""middle-deltoid"",""biceps-brachii""],""secondary_muscles"":[""trapezius"",""core-muscles"",""forearms"",""brachialis""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""transverse-abdominis"",""obliques""]}",2025-11-30T19:52:21Z,2025-11-30T19:52:21Z
trx-row-wide-grip,pull,Выдох,Вдох,"Выдох при контролируемом возвращении тела в исходное положение, глубокий вдох при мощном подтягивании тела к рукояткам TRX широким хватом. Контролируемое дыхание критически важно для поддержания стабильности TRX петель и правильной техники при широком хвате. Широкий хват на нестабильных петлях требует хорошей гибкости плеч и контроля, поэтому особенно важно контролировать дыхание для поддержания правильной техники и предотвращения чрезмерного растяжения плечевых суставов. Выдох при возвращении помогает расслабить мышцы, а вдох при подтягивании помогает стабилизировать корпус и создать дополнительную силу для контроля петель.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":6,""max"":15},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":65,""max"":80}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""middle-deltoid""],""secondary_muscles"":[""trapezius"",""biceps-brachii"",""core-muscles"",""forearms""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""transverse-abdominis"",""obliques"",""rear-deltoid""]}",2025-11-30T19:52:21Z,2025-11-30T19:52:21Z
trx-row-close-grip,pull,Выдох,Вдох,"Выдох при контролируемом возвращении тела в исходное положение, глубокий вдох при мощном подтягивании тела к рукояткам TRX узким хватом. Контролируемое дыхание критически важно для поддержания стабильности TRX петель и правильной техники при узком хвате. Узкий хват создает больший акцент на бицепсы и требует большего контроля, поэтому особенно важно контролировать дыхание для поддержания правильной техники. Выдох при возвращении помогает расслабить мышцы, а вдох при подтягивании помогает стабилизировать корпус и создать дополнительную силу для контроля петель.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":6,""max"":15},""rest"":{""min"":90,""max"":150},""tempo"":""2-1-1-0"",""intensity"":{""min"":65,""max"":80}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""biceps-brachii"",""brachialis""],""secondary_muscles"":[""trapezius"",""middle-deltoid"",""core-muscles"",""forearms"",""lower-latissimus-dorsi""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""transverse-abdominis"",""obliques""]}",2025-11-30T19:52:21Z,2025-11-30T19:52:21Z
trx-row-archer,pull,Выдох,Вдох,"Выдох при контролируемом возвращении тела в исходное положение с смещением веса на рабочую руку, глубокий вдох при мощном подтягивании тела к рукояткам TRX. Контролируемое дыхание критически важно для поддержания стабильности TRX петель и правильной техники при односторонней нагрузке. Односторонняя работа требует максимального напряжения кора, поэтому правильное дыхание помогает создавать внутрибрюшное давление для стабилизации позвоночника. Не задерживайте дыхание - это может привести к потере контроля и травме. Дышите ритмично, синхронизируя дыхание с движением для максимальной эффективности и безопасности. Экстремальная односторонняя нагрузка на нестабильных петлях требует особого контроля дыхания.","{""sets"":{""min"":3,""max"":5},""reps"":{""min"":3,""max"":8},""rest"":{""min"":120,""max"":180},""tempo"":""3-1-1-0"",""intensity"":{""min"":80,""max"":95}}","{""primary_muscles"":[""latissimus-dorsi"",""rhomboids"",""middle-deltoid"",""biceps-brachii""],""secondary_muscles"":[""trapezius"",""core-muscles"",""obliques"",""forearms"",""brachialis""],""stabilizers"":[""erector-spinae"",""posterior-deltoid"",""transverse-abdominis"",""obliques"",""gluteus-maximus""]}",2025-11-30T19:52:21Z,2025-11-30T19:52:21Z
