id,from_exercise_id,to_exercise_id,name,relationship,reason,effectiveness_rating,notes,created_at
ref-standing-cable-crossover-press-04-prog,standing-cable-crossover-press,barbell-bench-press,Жим штанги лежа на горизонтальной скамье,progression,skill-development,87,"Свободная штанга требует контроля траектории и стабилизации, усложняя кроссовер за счет необходимости контролировать движение без фиксированной траектории и постоянного натяжения кабелей.",2025-11-13T00:00:00Z
ref-barbell-bench-press-12-reg,barbell-bench-press,standing-cable-crossover-press,Жим в кроссовере стоя,regression,difficulty-adjustment,84,"Возврат к кроссоверу стоя упрощает контроль траектории за счет постоянного натяжения кабелей, сохраняя функциональную нагрузку на грудь, если техника со свободной штангой временно страдает.",2025-11-13T00:00:00Z
ref-standing-cable-crossover-press-03-alt,standing-cable-crossover-press,hammer-strength-chest-press,Жим от груди в тренажёре Хаммер (двусторонний),alternative,equipment-availability,82,"Тренажер Хаммер обеспечивает фиксированную траекторию и безопасную работу без страховщика, сохраняя схожую нагрузку на грудь, если кроссовер недоступен или нужна более стабильная опора.",2025-11-13T00:00:00Z
ref-hammer-strength-chest-press-09-alt,hammer-strength-chest-press,standing-cable-crossover-press,Жим в кроссовере стоя,alternative,equipment-availability,81,"Кроссовер стоя обеспечивает функциональную нагрузку на грудь с постоянным натяжением кабелей и требованиями к стабилизации корпуса, если тренажер Хаммер недоступен или нужна более функциональная работа.",2025-11-13T00:00:00Z
ref-standing-cable-crossover-press-04-alt,standing-cable-crossover-press,dumbbell-bench-press-flat,Жим гантелей лежа на горизонтальной скамье,alternative,equipment-availability,83,"Гантели обеспечивают большую амплитуду движения и независимую работу рук, сохраняя схожую нагрузку на грудь, если кроссовер недоступен или нужна работа со свободными весами.",2025-11-13T00:00:00Z
ref-dumbbell-bench-press-flat-11-alt,dumbbell-bench-press-flat,standing-cable-crossover-press,Жим в кроссовере стоя,alternative,equipment-availability,82,"Кроссовер стоя обеспечивает функциональную нагрузку на грудь с постоянным натяжением кабелей и требованиями к стабилизации корпуса, если гантели недоступны или нужна более функциональная работа.",2025-11-13T00:00:00Z
ref-standing-cable-crossover-press-05-alt,standing-cable-crossover-press,cable-fly-standing,Сведение рук в кроссовере стоя,alternative,preference,80,"Сведение рук в кроссовере стоя обеспечивает изолирующую нагрузку на грудь с постоянным натяжением кабелей, если нужна альтернатива с акцентом на изоляцию вместо жима.",2025-11-13T00:00:00Z
ref-cable-fly-standing-08-alt,cable-fly-standing,standing-cable-crossover-press,Жим в кроссовере стоя,alternative,preference,81,"Жим в кроссовере стоя обеспечивает базовую нагрузку на грудь с постоянным натяжением кабелей, если нужна альтернатива с акцентом на базовое движение вместо изоляции.",2025-11-13T00:00:00Z
ref-incline-hammer-strength-press-04-reg,incline-hammer-strength-press,machine-chest-press-plate-loaded,Жим от груди в рычажном тренажере,regression,difficulty-adjustment,81,"Горизонтальный тренажер упрощает контроль движения и убирает наклон, позволяя сосредоточиться на базовой технике жима перед возвратом к наклонному варианту в тренажере Хаммер.",2025-11-13T00:00:00Z
ref-machine-chest-press-plate-loaded-17-prog,machine-chest-press-plate-loaded,incline-hammer-strength-press,Жим в наклонном тренажере Хаммер,progression,skill-development,83,"Добавление наклона и независимых рычагов увеличивает нагрузку на верхнюю часть груди и требует большей стабилизации, развивая силу после освоения горизонтального тренажера.",2025-11-13T00:00:00Z
ref-incline-hammer-strength-press-05-reg,incline-hammer-strength-press,incline-push-ups,Отжимания с наклоном - руки на возвышении,regression,difficulty-adjustment,79,"Отжимания с наклоном позволяют отработать траекторию наклонного жима без веса и развить базовую силу верхней части груди перед переходом к отягощениям в тренажере.",2025-11-13T00:00:00Z
ref-incline-push-ups-08-prog,incline-push-ups,incline-hammer-strength-press,Жим в наклонном тренажере Хаммер,progression,skill-development,81,"Тренажер Хаммер добавляет сопротивление и требует стабилизации при работе с независимыми рычагами, развивая силу верхней части груди после освоения отжиманий с наклоном.",2025-11-13T00:00:00Z
ref-incline-hammer-strength-press-04-prog,incline-hammer-strength-press,incline-barbell-bench-press,Жим штанги лежа на наклонной скамье,progression,skill-development,86,"Свободная штанга требует контроля траектории и стабилизации, усложняя тренажер за счет необходимости контролировать движение без фиксированной траектории и независимых рычагов.",2025-11-13T00:00:00Z
ref-incline-barbell-bench-press-03-reg,incline-barbell-bench-press,incline-hammer-strength-press,Жим в наклонном тренажере Хаммер,regression,difficulty-adjustment,84,"Тренажер Хаммер упрощает контроль траектории и снижает требования к стабилизации, позволяя отработать технику наклонного жима перед возвратом к свободной штанге, если техника временно страдает.",2025-11-13T00:00:00Z
ref-incline-hammer-strength-press-05-prog,incline-hammer-strength-press,incline-dumbbell-press,Жим гантелей на наклонной скамье,progression,skill-development,85,"Свободные гантели требуют большей стабилизации и контроля, усложняя тренажер за счет необходимости контролировать движение каждой рукой независимо без фиксированной траектории.",2025-11-13T00:00:00Z
ref-incline-dumbbell-press-05-reg,incline-dumbbell-press,incline-hammer-strength-press,Жим в наклонном тренажере Хаммер,regression,difficulty-adjustment,83,"Тренажер Хаммер упрощает контроль движения и снижает требования к стабилизации, позволяя отработать технику наклонного жима перед возвратом к свободным гантелям, если техника временно страдает.",2025-11-13T00:00:00Z
ref-incline-hammer-strength-press-06-prog,incline-hammer-strength-press,incline-alternating-dumbbell-press,Жим гантелей (поочередно) лежа на наклонной скамье,progression,skill-development,87,"Поочередный жим требует активной работы кора для предотвращения ротации и развивает одностороннюю силу, усложняя тренажер за счет необходимости контролировать движение поочередно каждой рукой.",2025-11-13T00:00:00Z
ref-incline-alternating-dumbbell-press-02-reg,incline-alternating-dumbbell-press,incline-hammer-strength-press,Жим в наклонном тренажере Хаммер,regression,difficulty-adjustment,85,"Тренажер Хаммер упрощает контроль движения и снижает требования к стабилизации корпуса, позволяя отработать технику наклонного жима перед возвратом к поочередному варианту, если техника временно страдает.",2025-11-13T00:00:00Z
ref-incline-hammer-strength-press-06-alt,incline-hammer-strength-press,incline-dumbbell-press,Жим гантелей на наклонной скамье,alternative,equipment-availability,84,"Гантели обеспечивают большую амплитуду движения и независимую работу рук, сохраняя тот же наклон и акцент на верхнюю часть груди, если тренажер Хаммер недоступен или нужна работа со свободными весами.",2025-11-13T00:00:00Z
ref-incline-dumbbell-press-06-alt,incline-dumbbell-press,incline-hammer-strength-press,Жим в наклонном тренажере Хаммер,alternative,equipment-availability,83,"Тренажер Хаммер обеспечивает фиксированную траекторию и безопасную работу без страховщика, сохраняя тот же наклон и акцент на верхнюю часть груди, если доступен тренажер или нужна более стабильная опора.",2025-11-13T00:00:00Z
ref-incline-hammer-strength-press-07-alt,incline-hammer-strength-press,incline-barbell-bench-press,Жим штанги лежа на наклонной скамье,alternative,equipment-availability,85,"Штанга обеспечивает возможность работы с большими весами и привычную технику жима, сохраняя тот же наклон и акцент на верхнюю часть груди, если тренажер Хаммер недоступен или нужна работа со штангой.",2025-11-13T00:00:00Z
ref-incline-barbell-bench-press-04-alt,incline-barbell-bench-press,incline-hammer-strength-press,Жим в наклонном тренажере Хаммер,alternative,equipment-availability,84,"Тренажер Хаммер обеспечивает фиксированную траекторию и безопасную работу без страховщика, сохраняя тот же наклон и акцент на верхнюю часть груди, если доступен тренажер или нужна более стабильная опора.",2025-11-13T00:00:00Z
ref-explosive-medicine-ball-press-02-reg,explosive-medicine-ball-press,push-ups,Отжимания от пола,regression,difficulty-adjustment,78,"Базовые отжимания убирают требования к взрывной мощности, координации ловли мяча и стабилизации корпуса в динамике, позволяя отработать технику жима перед переходом к взрывным движениям.",2025-11-13T00:00:00Z
ref-push-ups-12-prog,push-ups,explosive-medicine-ball-press,Взрывной жим медболом,progression,skill-development,85,"Добавление взрывного компонента и ловли мяча развивает мощность и координацию после освоения базовых отжиманий, подготавливая к скоростно-силовым движениям.",2025-11-13T00:00:00Z
ref-explosive-medicine-ball-press-03-reg,explosive-medicine-ball-press,machine-chest-press-plate-loaded,Жим от груди в рычажном тренажере,regression,difficulty-adjustment,82,"Фиксированная траектория тренажера убирает требования к взрывной мощности, координации ловли мяча и стабилизации корпуса стоя, позволяя отработать технику жима в стабильном положении.",2025-11-13T00:00:00Z
ref-machine-chest-press-plate-loaded-18-prog,machine-chest-press-plate-loaded,explosive-medicine-ball-press,Взрывной жим медболом,progression,skill-development,83,"Добавление взрывного компонента, ловли мяча и стабилизации корпуса стоя развивает мощность и координацию после освоения тренажера, подготавливая к скоростно-силовым движениям.",2025-11-13T00:00:00Z
ref-explosive-medicine-ball-press-04-prog,explosive-medicine-ball-press,one-arm-push-up,Отжимания на одной руке,progression,skill-development,88,"Односторонние отжимания требуют максимальной силы и стабильности корпуса, развивая функциональную мощь после освоения взрывного жима медболом с двусторонней работой.",2025-11-13T00:00:00Z
ref-one-arm-push-up-07-reg,one-arm-push-up,explosive-medicine-ball-press,Взрывной жим медболом,regression,difficulty-adjustment,85,"Возврат к двустороннему взрывному жиму снижает одностороннюю нагрузку и требования к максимальной силе, сохраняя развитие мощности и координации.",2025-11-13T00:00:00Z
ref-explosive-medicine-ball-press-05-alt,explosive-medicine-ball-press,standing-cable-crossover-press,Жим в кроссовере стоя,alternative,equipment-availability,81,"Жим в кроссовере стоя обеспечивает схожую функциональную нагрузку на грудь с постоянным натяжением кабелей, если нет доступа к медболу или нужна более контролируемая траектория без ловли мяча.",2025-11-13T00:00:00Z
ref-standing-cable-crossover-press-06-alt,standing-cable-crossover-press,explosive-medicine-ball-press,Взрывной жим медболом,alternative,equipment-availability,80,"Взрывной жим медболом развивает схожую функциональную мощность с акцентом на взрывную силу и координацию ловли, если доступен медбол и нужна тренировка скоростно-силовых качеств.",2025-11-13T00:00:00Z
ref-explosive-medicine-ball-press-06-alt,explosive-medicine-ball-press,landmine-press,Жим лэндмайн,alternative,equipment-availability,82,"Жим лэндмайн обеспечивает схожую функциональную нагрузку на грудь стоя с уникальной траекторией движения, если нет доступа к медболу или нужна более стабильная опора без ловли мяча.",2025-11-13T00:00:00Z
ref-landmine-press-04-alt,landmine-press,explosive-medicine-ball-press,Взрывной жим медболом,alternative,equipment-availability,81,"Взрывной жим медболом развивает схожую функциональную мощность с акцентом на взрывную силу и координацию ловли, если доступен медбол и нужна тренировка скоростно-силовых качеств.",2025-11-13T00:00:00Z
